Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL
2014.MMP00124,2014.MMP00124,Incident,North America,2014-06-19,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.17175, -111.20567",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00125,2014.MMP00125,Incident,North America,2014-06-19,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.4275, -111.64305",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00126,2014.MMP00126,Incident,North America,2014-06-25,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.49936, -112.21016",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00128,2014.MMP00128,Incident,North America,2014-06-28,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.39289, -111.00497",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00132,2014.MMP00132,Incident,North America,2014-07-01,2014,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6739, -111.84799",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00133,2014.MMP00133,Incident,North America,2014-07-02,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.629327, -111.78697",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00134,2014.MMP00134,Incident,North America,2014-07-02,2014,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.375917, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00136,2014.MMP00136,Incident,North America,2014-07-05,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.081967, -113",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00139,2014.MMP00139,Incident,North America,2014-07-07,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.316, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00140,2014.MMP00140,Incident,North America,2014-07-10,2014,July,1.0,,1,,,,,Central America,Mixed or unknown,El Salvador,US-Mexico border crossing,"Barrosa Pasture, King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.92635612, -97.709747",Northern America,,5.0,
2014.MMP00142,2014.MMP00142,Incident,North America,2014-07-12,2014,July,1.0,,1,,,,,Central America,Mixed or unknown,El Salvador,US-Mexico border crossing,"Singer Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99857326, -98.18627898",Northern America,,5.0,
2014.MMP00144,2014.MMP00144,Incident,North America,2014-07-13,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.62332, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00145,2014.MMP00145,Incident,North America,2014-07-14,2014,July,1.0,,1,,,,,Central America,Mixed or unknown,Guatemala,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99000755, -98",Northern America,,5.0,
2014.MMP00150,2014.MMP00150,Incident,North America,2014-07-17,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03617, -113.00065",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00151,2014.MMP00151,Incident,North America,2014-07-18,2014,July,1.0,,1,,,,,Central America,Mixed or unknown,Guatemala,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.95573817, -98",Northern America,,5.0,
2014.MMP00158,2014.MMP00158,Incident,North America,2014-07-24,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.651, -111.6385",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00159,2014.MMP00159,Incident,North America,2014-07-26,2014,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.37387, -113.14252",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00160,2014.MMP00160,Incident,North America,2014-07-27,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.532056, -111.533472",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00163,2014.MMP00163,Incident,North America,2014-07-30,2014,July,1.0,,1,,,1.0,1.0,Central America,Accidental death,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6488, -110.697817",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00164,2014.MMP00164,Incident,North America,2014-07-30,2014,July,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.83222, -112.05419",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00165,2014.MMP00165,Incident,North America,2014-07-31,2014,July,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.949573, -112.871417",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00169,2014.MMP00169,Incident,North America,2014-08-01,2014,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.26839, -111.4741",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00171,2014.MMP00171,Incident,North America,2014-08-04,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.04927, -111.56971",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00172,2014.MMP00172,Incident,North America,2014-08-05,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.54141, -111.526",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00173,2014.MMP00173,Incident,North America,2014-08-05,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.197083, -113.05333",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00174,2014.MMP00174,Incident,North America,2014-08-05,2014,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.685017, -111.997183",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00176,2014.MMP00176,Incident,North America,2014-08-18,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.63525, -111.78028",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00177,2014.MMP00177,Incident,North America,2014-08-21,2014,August,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.489567, -111.461233",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00184,2014.MMP00184,Incident,North America,2014-08-22,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03905, -112.12708",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00185,2014.MMP00185,Incident,North America,2014-08-25,2014,August,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.299867, -111.47552",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,
2014.MMP00187,2014.MMP00187,Cumulative Incident,North America,2014-08-27,2014,August,44.0,,44,,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Brooks County, Texas, USA","Brooks County Sheriff’s Office, cited in Valley Morning Star","27.033656, -98.233616",Northern America,Ranchers deal with immigrant traffic,5.0,http://bit.ly/1CfZmS9
2014.MMP00196,2014.MMP00196,Incident,North America,2014-09-03,2014,September,1.0,0.0,1,0.0,,1.0,,Central America,Mixed or unknown,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.93067, -112.07349",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
2014.MMP00197,2014.MMP00197,Incident,North America,2014-09-06,2014,September,1.0,0.0,1,0.0,,1.0,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.33915, -109.549239",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
2014.MMP00198,2014.MMP00198,Incident,North America,2014-09-07,2014,September,1.0,0.0,1,0.0,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.00936, -113.02776",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
2014.MMP00201,2014.MMP00201,Incident,North America,2014-09-10,2014,September,1.0,0.0,1,0.0,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.35267, -113.163509",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
2014.MMP00202,2014.MMP00202,Incident,North America,2014-09-10,2014,September,1.0,,1,,,1.0,,Central America,Drowning,Mexico,US-Mexico border crossing,"Canal near Bentsen-Rio Grande Valley State Park in Mission, Texas, USA",Action 4 News,"26.1850517, -98.3798819",Northern America,Deputies: Immigrant drowns in canal near Bentsen State Park,1.0,http://bit.ly/1trr9aI
2014.MMP00203,2014.MMP00203,Incident,North America,2014-09-11,2014,September,1.0,0.0,1,0.0,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.6185, -112.33998",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
2014.MMP00206,2014.MMP00206,Incident,North America,2014-09-12,2014,September,1.0,0.0,1,0.0,,,,Latin America / Caribbean (P),Mixed or unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.76753, -112.051033",Northern America,UBC 09/01/2014 to 09/30/2014,5.0,
